id,name,birthdate,country,atp_rank,points,hard_points,clay_points,grass_points
54492,Germain Gigounon/Jeroen Vanneste,,N/A,,,,,
54493,Mohamed Adnaoui/Jordi Walder,,N/A,,,,,
54494,Johannes Haerteis/Tom Schonenberg,,N/A,,,,,
54495,Lorenzo Abbruciati/Daniele Spinnato,,N/A,,,,,
54496,Cristian Carli/Giovanni Oradini,,N/A,,,,,
54497,Davide Della Tommasina/Tommaso Gabrieli,,N/A,,,,,
54498,Riccardo Balzerani/Enrico Dalla Valle,,N/A,,,,,
54499,Alessandro Dragoni/Federico Malagoli,,N/A,,,,,
54500,Andrea Guerrieri/Luca Prevosto,,N/A,,,,,
54501,Omar Giacalone/Antonio Massara,,N/A,,,,,
54502,Vasile Antonescu/Francesco Moncagatto,,N/A,,,,,
54503,Young-Hoon Jeong/Sang-Oh Oh,,N/A,,,,,
54504,Max Purcell/Brandon Walkin,,N/A,,,,,
54505,Hyun-Woo Nam/Takuto Niki,,N/A,,,,,
54506,Seong-Gook Oh/Chuhan Wang,,N/A,,,,,
54507,Sang Wook Jeon/Ku Keon Kang,,N/A,,,,,
54508,Nuno Borges/Goncalo Falcao,,N/A,,,,,
54509,Manuel Almeida/Miguel Semedo,,N/A,,,,,
54510,Robert Galloway/Hunter Reese,,N/A,,,,,
54511,Nicolas Alvarez Varona/George Davies,,N/A,,,,,
54512,Victor Ouvrard/Maxime Petel,,N/A,,,,,
54513,Victor Poncelet/Hugo Voljacques,,N/A,,,,,
54514,Hugo Grenier/Albano Olivetti,,N/A,,,,,
54515,Quim Sorni Chavarria/Alexander Zhurbin,,N/A,,,,,
54516,Alejandro Garcia Saez/Alex Valeriano,,N/A,,,,,
54517,Neeraj Elangovan/Abhinav Sanjeev Shanmugam,,N/A,,,,,
54518,Alberto Barroso Campos/Pedro Martinez Portero,,N/A,,,,,
54519,Shibo Du/Adrian Exposito,,N/A,,,,,
54520,Peter Goldsteiner/Thomas Statzberger,,N/A,,,,,
54521,Markos Kalovelonis/Pietro Licciardi,,N/A,,,,,
54522,Franco Feitt/Camilo Ugo Carabelli,,N/A,,,,,
54523,Ignasi De Rueda De Genover/Ramy Labna,,N/A,,,,,
54524,Edan Bakshi/Yankel Zemel,,N/A,,,,,
54525,Mariano Kestelboim/Alp Sentay,,N/A,,,,,
54526,Imran Aswat/Samm Butler,,N/A,,,,,
54527,Ben Davis/Joshua Sapwell,,N/A,,,,,
54528,M. Abid Ali Khan Akbar/Alexandr Kushakov,,N/A,,,,,
54535,Fred Olivier Schommer,2001-04-23,GER,,,,,
54536,Moritz Dimpfl,1994-04-21,GER,,,,,
54537,Nicolaus Dimpfl,2000-06-17,GER,,,,,
54542,Michael Kay,1995-11-05,USA,,,,,
54543,Michael Peters,1996-06-04,USA,,,,,
54544,Jason Dilly,1995-04-08,USA,,,,,
54545,Vuk Budic,1998-05-11,USA,,,,,
54546,Andreas Gradwohl,1993-07-15,AUT,,,,,
54547,Theo Nechita,1998-09-02,BEL,,,,,
54549,Lucas Bottari Lobao Dos Santos,1997-04-28,BRA,,,,,
54550,Pedro De Godoy Mancini,2000-11-04,BRA,,,,,
54553,Gabriele Bosio,2000-11-25,ITA,,,,,
54554,Alessio De Bernardis,2000-04-11,ITA,,,,,
54555,Gvidas Motuzas,1998-04-27,LTU,,,,,
54556,Tommaso Brunetti,1992-09-09,ITA,,,,,
54557,Mario Mansilla Diez,2002-05-12,ESP,,,,,
54558,Yannik James,1995-11-21,GRN,,,,,
54561,Marko Pavlovic (1999),1999-12-10,SRB,,,,,
54562,Ivan Rotarov,2000-11-09,SRB,,,,,
54563,Stefan Latinovic,1999-11-22,SRB,,,,,
54564,Aleksa Marjanovic,1999-03-02,SRB,,,,,
54565,Carlos Vicente Martinez,2000-07-06,ESP,,,,,
54566,Olivier Erler,1973-10-08,FRA,,,,,
54567,Phillip Schellhorn,2000-01-11,GER,,,,,
54568,Philip Stockmar,1998-08-22,GER,,,,,
54569,Enrico Hao Le,2000-07-28,GER,,,,,
54570,Oliver Tobisch,2000-01-27,GER,,,,,
54571,Merdin Elis,1997-07-21,GER,,,,,
54572,Alhassan Kenawi,1998-08-17,USA,,,,,
54573,Mohamed Sorour,1995-08-15,EGY,,,,,
54574,Manel Planells,1999-03-01,ESP,,,,,
54575,Alvar Gutierrez Medina,1997-03-19,ESP,,,,,
54576,Maxmillian Damm,,CZE,,,,,
54577,Marcin Matkowski/Max Mirnyi,,N/A,,,,,
54578,Robert Lindstedt/Sam Querrey,,N/A,,,,,
54579,John Isner/Alexander Zverev,,N/A,,,,,
54580,Lucas Pouille/Dominic Thiem,,N/A,,,,,
54581,Gilles Muller/Benoit Paire,,N/A,,,,,
54582,Fabrice Martin/Joao Sousa,,N/A,,,,,
54583,Nicolas Barrientos/Denis Matsukevitch,,N/A,,,,,
54584,Alessandro Bega/Duckhee Lee,,N/A,,,,,
54585,Edoardo Eremin/Dzmitry Zhyrmont,,N/A,,,,,
54586,Tomislav Brkic/Viktor Galovic,,N/A,,,,,
54587,Fabricio Neis/Joao Souza,,N/A,,,,,
54588,Andrea Collarini/Danilo Petrovic,,N/A,,,,,
54589,Michael Linzer/Enrique Lopez-Perez,,N/A,,,,,
54590,Andre Begemann/Leander Paes,,N/A,,,,,
54591,David Simunek/Tomas Zib,,N/A,,,,,
54592,Tomislav Draganja/Milos Sekulic,,N/A,,,,,
54593,Tomasz Bednarek/Max Jacob Schnur,,N/A,,,,,
54594,Dennis Novak/Frederico Ferreira Silva,,N/A,,,,,
54595,Daniel Appelgren/Patrik Rosenholm,,N/A,,,,,
54596,Jan Mertl/Blaz Rola,,N/A,,,,,
54597,Marek Michalicka/Libor Salaba,,N/A,,,,,
54598,Lukas Dlouhy/Frank Moser,,N/A,,,,,
54599,Jan Hernych/Lukas Vejvara,,N/A,,,,,
54600,Facundo Arguello/Julio Peralta,,N/A,,,,,
54601,Kamil Majchrzak/David Pel,,N/A,,,,,
54602,Antoine Hoang/Alexey Vatutin,,N/A,,,,,
54603,Roy De Valk/Robin Haase,,N/A,,,,,
54604,Bobbie De Goeijen/Gibril Diarra,,N/A,,,,,
54605,Juan Pablo Ficovich/Juan Ignacio Galarza,,N/A,,,,,
54606,Pedja Krstin/Agustin Velotti,,N/A,,,,,
54607,Jelle Sels/Robert Willekes Macdonald,,N/A,,,,,
54608,Ariel Behar/Dino Marcan,,N/A,,,,,
54609,Remi Boutillier/Maxime Janvier,,N/A,,,,,
54610,Pablo Irigaray Guarne/Oscar Mancineiras Cornella,,N/A,,,,,
54611,Alexander Igoshin/Javier Pulgar-Garcia,,N/A,,,,,
54612,Alex De Minaur/Roberto Ortega-Olmedo,,N/A,,,,,
54613,Filip Horansky/Michal Konecny,,N/A,,,,,
54614,Marco Chiudinelli/Aldin Setkic,,N/A,,,,,
54615,Jordi Arconada/Frances Tiafoe,,N/A,,,,,
54616,Beck Pennington/Jesse Witten,,N/A,,,,,
54617,Nils Ellefsen/Enzo Wallart,,N/A,,,,,
54618,Lisandru Rodriguez,2002-05-28,FRA,,,,,
54619,Hung Minh Huynh,1998-01-05,VIE,,,,,
54620,Aitor Sanz Llopis,1995-01-06,ESP,,,,,
54621,Carson Haskins,1999-08-05,USA,,,,,
54622,Alex Lawson/Austin Smith,,N/A,,,,,
54623,Jonathan Eysseric/Fernando Romboli,,N/A,,,,,
54624,Olivier Erler/Francois-Pierre Grandveau,,N/A,,,,,
54625,Marcos Giraldi Requena/Loic Perret,,N/A,,,,,
54626,Maxime Cressy/Alexandre Penaud,,N/A,,,,,
54627,Constant De La Bassetiere/Ronan Joncour,,N/A,,,,,
54628,Dan Added/Boris Fassbender,,N/A,,,,,
54629,Valentin Carillon/Thierry Damonte,,N/A,,,,,
54630,Marat Deviatiarov/Tak Khunn Wang,,N/A,,,,,
54631,Gibril Diarra/Cristobal Saavedra-Corvalan,,N/A,,,,,
54632,Vadim Alekseenko/Maxime Mora,,N/A,,,,,
54633,Joffrey De Schepper/Alexis Musialek,,N/A,,,,,
54634,Gerard Granollers/Ferran Ventura-Martell,,N/A,,,,,
54635,Christian Lindell/Thales Turini,,N/A,,,,,
54636,Marc Leimbach/Marcus Mansson,,N/A,,,,,
54637,Sadio Doumbia/Jose Hernandez-Fernandez,,N/A,,,,,
54638,Jan Choinski/Johannes Haerteis,,N/A,,,,,
54639,Nils Brinkman/Peter Torebko,,N/A,,,,,
54640,Rafael Camilo/Caio Zampieri,,N/A,,,,,
54641,Leon Hoeveler/Caspar Schuetze,,N/A,,,,,
54642,Jacob Kahoun/George Von Massow,,N/A,,,,,
54643,George Goldhoff/Martin Redlicki,,N/A,,,,,
54644,Daniel Hobart/Mico Santiago,,N/A,,,,,
54645,Michael Peters/Dylan Steffens,,N/A,,,,,
54646,Justin Roberts/Andrew Watson,,N/A,,,,,
54647,Nathan Ponwith/Emil Reinberg,,N/A,,,,,
54648,Patrick Davidson/Eric Morris,,N/A,,,,,
54649,Vasil Kirkov/John Mcnally,,N/A,,,,,
54650,Jonathan Chang/Wil Spencer,,N/A,,,,,
54651,Jesus Bandres/Facundo Mena,,N/A,,,,,
54652,Austin Smith/Dane Webb,,N/A,,,,,
54653,Brian Battistone/Trevor Allen Johnson,,N/A,,,,,
54654,Gorazd Srbljak/Marko Stosic,,N/A,,,,,
54655,Sebastian Bader/Sebastian Ofner,,N/A,,,,,
54656,Frantisek Polanka/Lukas Vejvara,,N/A,,,,,
54657,Luca Giacomini/Joy Vigani,,N/A,,,,,
54658,Bernd Kossler/Gregor Ramskogler,,N/A,,,,,
54659,Bogdan Bobrov/Denis Kapric,,N/A,,,,,
54660,Patrik Nema/Vitaliy Sachko,,N/A,,,,,
54661,Marco Benussi/Fabrizio Ornago,,N/A,,,,,
54662,Gabriel Schmidt/Philipp Schroll,,N/A,,,,,
54663,Sebastian Schloffer/Patrick Schmolzer,,N/A,,,,,
54664,Bobbie De Goeijen/Robert Willekes Macdonald,,N/A,,,,,
54665,Jonathan Gray/Sasha Supruniuk,,N/A,,,,,
54666,Antoine Hoang/Omar Salman,,N/A,,,,,
54667,Andrew Carter/Mateo Nicolas Martinez,,N/A,,,,,
54668,Gabriel Bendazoli/Ighor Halmenschlager Reis,,N/A,,,,,
54669,Enrique Bogo/Lourenzo Gasperini,,N/A,,,,,
54670,Felipe Muzzi/Gabriel Tumasonis,,N/A,,,,,
54671,Osni Nery Junior/Renato Lima,,N/A,,,,,
54672,Leonardo Civita-Telles/Gabriel Decamps,,N/A,,,,,
54673,Eduardo Russi Assumpcao/Carlos Eduardo Severino,,N/A,,,,,
54674,Tao Mu/Hao Wu,,N/A,,,,,
54675,Jie Cui/Yang Lu,,N/A,,,,,
54676,Yuqing Ning/Zihao Xia,,N/A,,,,,
54677,Kazuma Kawachi/Sheng Hao Zhou,,N/A,,,,,
54678,Li-Wie Tan/Jun Nan Tao,,N/A,,,,,
54679,Kuan-Yi Lee/Rigele Te,,N/A,,,,,
54680,Ye Cong Mo/Bingyu Yu,,N/A,,,,,
54681,Francesco Garzelli/Emiliano Franco Vecchia,,N/A,,,,,
54682,Gustavo Guerses/Zeljko Milovic,,N/A,,,,,
54683,Peter Lang/Oscar Gabriel Ortiz,,N/A,,,,,
54684,Dante Gennaro/Jose Fco. Vidal Azorin,,N/A,,,,,
54685,Denis Milchenko/Alexey Prokopchuk,,N/A,,,,,
54686,Mikhail Galyamov/Mikhail Korovin,,N/A,,,,,
54687,Alexandru Danes/Mikael Riondy,,N/A,,,,,
54688,Sagar Ahuja/Anvit Bendre,,N/A,,,,,
54689,Matteo Marfia/Stefano Travaglia,,N/A,,,,,
54690,Francesco Moncagatto/Jacopo Stefanini,,N/A,,,,,
54691,Giovanni Rizzuti/Corrado Summaria,,N/A,,,,,
54692,Jacopo Berrettini/Andres Gabriel Ciurletti,,N/A,,,,,
54693,Stefano Reitano/Luca Tomasetto,,N/A,,,,,
54694,Filippo Baldi/Alexandre Muller,,N/A,,,,,
54695,Liam Caruana/Enrico Dalla Valle,,N/A,,,,,
54696,Andrea Baldoni/Andrea Caligiana,,N/A,,,,,
54697,Gabriele Maria Noce/Cristiano Russo,,N/A,,,,,
54698,Roy De Valk/Ivan Gakhov,,N/A,,,,,
54699,Sarunas Gailius/Pavel Zenkevits,,N/A,,,,,
54700,Mikalai Haliak/Ivan Liutarevich,,N/A,,,,,
54701,Mauricio Alvarez-Guzman/Pirmin Haenle,,N/A,,,,,
54702,Lev Kazakov/David Volfson,,N/A,,,,,
54703,Almantas Ozelis/Tomas Vaise,,N/A,,,,,
54704,Nicolas Alberto Arreche/Claudio Fortuna,,N/A,,,,,
54705,Benjamin Hannestad/Luke Oakley,,N/A,,,,,
54706,Vitalii Shcherba/Fran Zvonimir Zgombic,,N/A,,,,,
54707,Alexander Centenari/Hans Hach Verdugo,,N/A,,,,,
54708,Goncalo Falcao/Victor Poncelet,,N/A,,,,,
54709,Alon Elia/Hugo Voljacques,,N/A,,,,,
54710,Yannai Barkai/Ram Kapach,,N/A,,,,,
54711,Nuno Deus/Jorge Hernando-Ruano,,N/A,,,,,
54712,Nuno Borges/Guilherme Wojciechowski Osorio,,N/A,,,,,
54713,Josef Altmann/Enric Guaita-Pais,,N/A,,,,,
54714,Mitchell Frank/Motvey Radionov,,N/A,,,,,
54715,Mariano Kestelboim/Vladyslav Manafov,,N/A,,,,,
54716,Andrei Marinescu/Radu Andrei Stelian,,N/A,,,,,
54717,Darius Florin Bragusi/Dragos Dima,,N/A,,,,,
54718,Razvan Bobleaga/Ioan Luca Vidan,,N/A,,,,,
54719,Radu Dimitrie Hristache Zgondea/Alexandru Mihai Maru,,N/A,,,,,
54720,Patrick Grigoriu/Mircea-Alexandru Jecan,,N/A,,,,,
54721,Davide Albertoni/Matteo Tinelli,,N/A,,,,,
54722,William Emanuel Birau/Tudor Diaconu,,N/A,,,,,
54723,Sergiu Ioan Bucur/Vlad Andrei Dumitru,,N/A,,,,,
54724,Luca Giacomelli/Oliver Mrose,,N/A,,,,,
54725,Darko Bojanovic/Daniel Uhlig,,N/A,,,,,
54726,Dejan Antonic/Dejan Katic,,N/A,,,,,
54727,Stefan Panic/Ioannis Stergiou,,N/A,,,,,
54728,Ivan Bjelica/Arsenije Zlatanovic,,N/A,,,,,
54729,Timur Kiuamov/Milos Nikolic,,N/A,,,,,
54730,Florent Diep/Kirill Dmitriev,,N/A,,,,,
54731,Sergio Barranco/Alex Valeriano,,N/A,,,,,
54732,Paco Climent Gregori/David Jorda Sanchis,,N/A,,,,,
54733,Abhinav Sanjeev Shanmugam/Arturo Torregrosa Velilla,,N/A,,,,,
54734,Alberto Barroso Campos/Jean-Marc Werner,,N/A,,,,,
54735,Neeraj Elangovan/Shahbaaz Khan,,N/A,,,,,
54736,Francesc Aulina,1991-01-04,ESP,,,,,
54737,Francesc Aulina/Juan Lizariturry,,N/A,,,,,
54738,Manuel Bolanos-Salvador/Sergio Gutierrez-Ferrol,,N/A,,,,,
54739,Pol Amoros Ramos/Pol Fernandez,,N/A,,,,,
54740,Nicolas Molinero,1997-07-08,FRA,,,,,
54741,Thomas Barraque,2001-01-28,FRA,,,,,
54742,Sergi Tournie,2000-09-28,FRA,,,,,
54743,Jean Dominique Fanchi,1997-07-10,FRA,,,,,
54744,Ghjuvacchinu Rossini,1986-10-28,FRA,,,,,
54745,Gabriel Jovanovic,1998-10-28,AUT,,,,,
54746,Fabian Scheid,1997-09-03,AUT,,,,,
54747,Fabian Kerkletz,1999-03-18,AUT,,,,,
54748,Gert-Jan De Muynck,1990-10-02,BEL,,,,,
54749,Bernhard H. Wright,1998-07-04,NOR,,,,,
54750,Kevin Rudolf Greve,1998-12-13,ITA,,,,,
54751,Stefan Dinic,1998-12-24,AUS,,,,,
54752,Kenneth Koort,2000-08-02,EST,,,,,
54753,Artur Kulibaba,1999-05-30,LAT,,,,,
54754,Georgy Vanag,1999-05-11,RUS,,,,,
54755,Jevgeni Medvedev,1999-12-15,EST,,,,,
54756,George Galenianos,1997-01-12,GRE,,,,,
54757,Ayman Azarioh,2000-01-17,MAR,,,,,
54758,Jorge Gomez Garcia,2000-05-05,ESP,,,,,
54759,Tiago Almeida,1999-03-29,POR,,,,,
54760,Luis Gomar Monio,2001-10-24,ESP,,,,,
54761,Francisco Rocha,1999-10-04,POR,786,36,11,21,0
54762,Bernardo Pires,1999-09-12,POR,,,,,
54763,Manuel Ladron De Guevara Hidalgo,2000-07-29,ESP,,,,,
54764,Bogdan Sturzu,1987-04-25,ROU,,,,,
54765,Andrei Afilipoaei,2002-07-12,CAN,,,,,
54766,Vasilii Dontu,2000-07-21,MDA,,,,,
54767,Stefan Matic,1996-07-27,SRB,,,,,
54768,Luka Vukmanovic,1999-03-21,SUI,,,,,
54769,Ladislav Uncovsky,1998-12-17,SVK,,,,,
54770,Leon Petko,1999-03-03,SVK,,,,,
54771,Martin Fekiac,1999-06-15,SVK,,,,,
54772,Matous Vitasek,1998-10-20,CZE,,,,,
54773,Joachim Li-Ernoul,1999-12-31,FRA,,,,,
54774,Matus Kral,1993-08-12,SVK,,,,,
54775,Ernesto Turegano Julian,2000-06-17,ESP,,,,,
54776,Alvaro Saez-Royuela Ariza,2000-08-11,ESP,,,,,
54777,Alvaro Gil Martinez,2000-03-10,ESP,,,,,
54778,Daniel Rysan,1995-12-17,SVK,,,,,
54779,Quy Dennis Cu Thai,2000-03-28,GER,,,,,
54780,Hoa Tran Van,1995-10-05,VIE,,,,,
54781,Ivan Dodig/Aisam Qureshi,,N/A,,,,,
54782,Tobias Kamke/Dusan Lajovic,,N/A,,,,,
54783,Marcelo Demoliner/Guillermo Garcia-Lopez,,N/A,,,,,
54784,Daniel Evans/Ken Skupski,,N/A,,,,,
54785,Jonathan Erlich/Mariusz Fyrstenberg,,N/A,,,,,
54786,Christopher Eubanks/Zack Kennedy,,N/A,,,,,
54787,Andres Molteni/Horacio Zeballos,,N/A,,,,,
54788,Robert Lindstedt/Mate Pavic,,N/A,,,,,
54789,Zack Kennedy,1995-05-15,USA,,,,,
54790,Nicolas Barrientos/Hsien-Yin Peng,,N/A,,,,,
54791,Zhao Cai/Su Hao Zhong,,N/A,,,,,
54792,Soon-Woo Kwon/Kaichi Uchida,,N/A,,,,,
54793,Jeevan Nedunchezhiyan/Chu-Huan Yi,,N/A,,,,,
54794,Alessandro Bega/Ante Pavic,,N/A,,,,,
54795,Yecong He/Fajing Sun,,N/A,,,,,
54796,Bowen Ouyang/Zhuoyang Qiu,,N/A,,,,,
54797,Evgeny Karlovskiy/Danilo Petrovic,,N/A,,,,,
54798,Gianluca Quinzi,2001-04-08,ITA,,,,,
54799,Roberto Carballes Baena/Cristian Garin,,N/A,,,,,
54800,Marco Bergagnin/Luca Serena,,N/A,,,,,
54801,Juan Pablo Paz/Joao Souza,,N/A,,,,,
54802,Tomislav Brkic/Laslo Djere,,N/A,,,,,
54803,Zdenek Kolar/Robin Stanek,,N/A,,,,,
54804,Roman Jebavy/Dominik Suc,,N/A,,,,,
54805,Mikhail Elgin/Andrei Vasilevski,,N/A,,,,,
54806,Dennis Novak/Adam Pavlasek,,N/A,,,,,
54807,Miki Jankovic/Miljan Zekic,,N/A,,,,,
54808,Jonathan Eysseric/Andre Ghem,,N/A,,,,,
54809,Tomasz Bednarek/Adrian Ungur,,N/A,,,,,
54810,Lukas Dlouhy/Jurgen Melzer,,N/A,,,,,
54811,Dmitry Popko/Alexey Vatutin,,N/A,,,,,
54812,Maxence Bertimon,1999-09-20,FRA,720,44,28,11,0
54813,Niklas Virtanen,1998-09-30,FIN,,,,,
54814,Ayoub Rhout,1999-08-24,MAR,,,,,
54815,Sergei Pogosian,1998-07-12,RUS,,,,,
54816,Oleg Ladik,1992-10-21,RUS,,,,,
54817,Guilherme Clezar/Alejandro Gonzalez,,N/A,,,,,
54818,Filip Peliwo/Brayden Schnur,,N/A,,,,,
54819,Alexis Galarneau/Isade Juneau,,N/A,,,,,
54820,Tristan Lamasine/Vincent Millot,,N/A,,,,,
54821,Liam Broady/Brydan Klein,,N/A,,,,,
54822,Andrey Golubev/Amir Weintraub,,N/A,,,,,
54823,Jarryd Chaplin/Mitchell Krueger,,N/A,,,,,
54824,David Juras,1999-11-21,SVK,,,,,
54825,Nicola Vidal,1999-03-05,ITA,,,,,
54826,Jeffrey Schorsch,1995-05-11,USA,,,,,
54827,Thiago Moura Monteiro/Yoshihito Nishioka,,N/A,,,,,
54828,Tomas Lipovsek Puches/Felipe Martinez Sarrasague,,N/A,,,,,
54829,Laurent Mazzetti/Marc Antoine Sola,,N/A,,,,,
54830,Jean Dominique Fanchi/Baptiste Perrin,,N/A,,,,,
54831,Romain Jouan/Joan Soler,,N/A,,,,,
54832,Clement Larriere/Maxime Petel,,N/A,,,,,
54833,Alexander Piksis/Marko Tepavac,,N/A,,,,,
54834,Quentin Folliot/Valentin Nourrissat,,N/A,,,,,
54835,Maxime Tchoutakian/Louis Tessa,,N/A,,,,,
54836,Vadim Alekseenko/Maxime Hamou,,N/A,,,,,
54837,Luke Bambridge/Marc Polmans,,N/A,,,,,
54838,Daniel Garza/Carlos Ramirez Utermann,,N/A,,,,,
54839,Jesus Bandres/Tigre Hank,,N/A,,,,,
54840,Tom Fawcett/Sameer Kumar,,N/A,,,,,
54841,Facundo Mena/Roberto Quiroz,,N/A,,,,,
54842,Evan King/Michael Zhu,,N/A,,,,,
54843,Jonathan Ho/Strong Kirchheimer,,N/A,,,,,
54844,Connor Smith/Jack Withrow,,N/A,,,,,
54845,Grayson M. Goldin/Alfredo Perez,,N/A,,,,,
54846,Gonzalo Escobar/Alejandro Gomez,,N/A,,,,,
54847,Felix Corwin/Daniel Hobart,,N/A,,,,,
54848,Fabian Scheid/Markus Sikora,,N/A,,,,,
54849,Pascal Brunner/Thomas Statzberger,,N/A,,,,,
54850,Philipp Dittmer/Jan Neuburger Higby,,N/A,,,,,
54851,Niklas Hofer,1990-11-27,AUT,,,,,
54852,Harry Lim/Patrick Rynsaardt,,N/A,,,,,
54853,Lucas Hoeglinger/Niklas Hofer,,N/A,,,,,
54854,Alexey Aleshchev/Matej Maruscak,,N/A,,,,,
54855,Sebastian Bader/Goncalo Oliveira,,N/A,,,,,
54856,Santiago Salazar/Sebastian Stiefelmeyer,,N/A,,,,,
54857,Johannes Haerteis/Toby Martin,,N/A,,,,,
54858,Benedikt Schlederer/Clemens Wagner,,N/A,,,,,
54859,Maxime Cressy/Yanais Laurent,,N/A,,,,,
54860,Hunter Johnson/Elliot Minvielle,,N/A,,,,,
54861,Nathaniel Lammons/Mario Vilella Martinez,,N/A,,,,,
54862,Goran Duquesne/Kevin Sonneville,,N/A,,,,,
54863,Rajendra Kedam/Rohit Navelkar,,N/A,,,,,
54864,Marek Jaloviec/Bradley Mousley,,N/A,,,,,
54865,Moez Echargui/Majed Kilani,,N/A,,,,,
54866,Gustavo Guerses/Jose Fco. Vidal Azorin,,N/A,,,,,
54867,Melik Feler/Yannick Lenaerts,,N/A,,,,,
54868,Francesco Garzelli/Issam Haitham Taweel,,N/A,,,,,
54869,Luca Potenza/Giuseppe Ricciardi,,N/A,,,,,
54870,Anvit Bendre/Mateusz Terczynski,,N/A,,,,,
54871,Cheong Hwi Kim/Denis Pisarchuk,,N/A,,,,,
54872,Lorenzo Frigerio/Andrea Vavassori,,N/A,,,,,
54873,Oleg Khotkov/Denis Milchenko,,N/A,,,,,
54874,Dmitry Mnushkin/Stanislav Skobelev,,N/A,,,,,
54875,Karl Kiur Saar/Johannes Seeman,,N/A,,,,,
54876,Alberto Brizzi/Riccardo Maiga,,N/A,,,,,
54877,Lautaro Agustin Falabella/Federico Horacio Kuiper,,N/A,,,,,
54878,Jonathan Gray/Arturs Lazdins,,N/A,,,,,
54879,Mauricio Alvarez-Guzman/Nicolas Alberto Arreche,,N/A,,,,,
54880,Laurynas Adomavicius/Paulius Matulevicius,,N/A,,,,,
54881,Marc Garcia-Roman/Harrison Lombe,,N/A,,,,,
54882,Maximiliano Colorado Zavala/Gabriele Moghini,,N/A,,,,,
54883,Yan Sabanin/Alexander Vasilenko,,N/A,,,,,
54884,Gabor Borsos/Lukas Mugevicius,,N/A,,,,,
54885,Gleb Alekseenko/Anton Desyatnik,,N/A,,,,,
54886,Mikayel Avetisyan/Vazha Shubladze,,N/A,,,,,
54887,Alexander Khalanskiy/Orkhan Manafli,,N/A,,,,,
54888,Shota Meparidze/David Volfson,,N/A,,,,,
54889,Shonigmatjon Shofayziyev/George Tsivadze,,N/A,,,,,
54890,Pirmin Haenle/Caio Silva,,N/A,,,,,
54891,Maciej Nowak/Fabrizio Ornago,,N/A,,,,,
54892,Federico Maccari/Francesco Moncagatto,,N/A,,,,,
54893,Gianluca Acquaroli/Filippo Borella,,N/A,,,,,
54894,Francesco Cano/Naesar Jewoor,,N/A,,,,,
54895,Alessandro Colella/Giacomo Miccini,,N/A,,,,,
54896,Sebastien Mentha/Oliver Mrose,,N/A,,,,,
54897,Marcel Felder/Antonio Massara,,N/A,,,,,
54898,Alexei Popyrin/Jannik Sinner,,N/A,,,,,
54899,Samuele Ramazzotti/Corrado Summaria,,N/A,,,,,
54900,Leonardo Azzaro/Stefano Tarallo,,N/A,,,,,
54901,Matias Franco Descotte/Ricardo Urzua-Rivera,,N/A,,,,,
54902,Manuel Luis Lamelas/Benjamin Tasevac,,N/A,,,,,
54903,Alejandro Garcia Saez/Daniel Monedero-Gonzalez,,N/A,,,,,
54904,Ayman Azarioh/Jorge Gomez Garcia,,N/A,,,,,
54905,Andrea Bessire/Mohamed Hassan,,N/A,,,,,
54906,Luciano Berger/Alexander Zhurbin,,N/A,,,,,
54907,Aaron Cortes Alcaraz/Lennert Van Der Linden,,N/A,,,,,
54908,Amine Chadli/Mehdi Jdi,,N/A,,,,,
54909,Franco Emanuel Egea/David Fleming,,N/A,,,,,
54910,Francesco Bessire/Alessandro Cortegiani,,N/A,,,,,
54911,Aziz Dougaz/Skander Mansouri,,N/A,,,,,
54912,Amine Ahouda/Ayoub Benamar,,N/A,,,,,
54913,Alon Elia/Robert Galloway,,N/A,,,,,
54914,Ivan Marrero Curbelo/Yuri Syromolotov Netrebin,,N/A,,,,,
54915,Romain Bauvy/Leny Mitjana,,N/A,,,,,
54916,Luis Gomar Monio/Manuel Ladron De Guevara Hidalgo,,N/A,,,,,
54917,Yannik James/Rodrigo Ramalho,,N/A,,,,,
54918,Richard Gabb/Hugo Voljacques,,N/A,,,,,
54919,Ronan Joncour/Vladyslav Manafov,,N/A,,,,,
54920,Darius Neica/Orel Ovil,,N/A,,,,,
54921,Ioan Dan Abrudan/Mihnea Lorin Stefan Turcu,,N/A,,,,,
54922,Razvan Bobleaga/Daniel Cozma,,N/A,,,,,
54923,Ioan Farcas/Sergiu Rogoveanu,,N/A,,,,,
54924,Bogdan Ionut Apostol/Teodor Leahu,,N/A,,,,,
54925,Robert Constantinovici/Alexandru Mihai Maru,,N/A,,,,,
54926,Filippo Baldi/Nicola Ghedin,,N/A,,,,,
54927,Milos Nikolic/Ioannis Stergiou,,N/A,,,,,
54928,Ljubomir Celebic/Nerman Fatic,,N/A,,,,,
54929,Igor Kolaric/Marko Strilic,,N/A,,,,,
54930,Feda Bilic/Nicholas Horton,,N/A,,,,,
54931,Andrea Borroni/Alessandro Luisi,,N/A,,,,,
54932,Viktor Filipenko/Antun Vidak,,N/A,,,,,
54933,Stefan Panic/Danail Tarpov,,N/A,,,,,
54934,Tomislav Jotovski/Strahinja Rakic,,N/A,,,,,
54935,Darko Jandric/Nebojsa Peric,,N/A,,,,,
54936,Andriej Kapas/Cristobal Saavedra-Corvalan,,N/A,,,,,
54937,Samuel Hodor/Patrik Nema,,N/A,,,,,
54938,Jakub Behun/Michal Selecky,,N/A,,,,,
